"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"2926286";"2012";"AL";"Alabama";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"21.6";"";"";"20.3";"22.9";"2088";"Overall";"Overall";"ADDEPEV2";"3";"3";"";"";"";"";"";""
"2926287";"2012";"AL";"Alabama";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"78.4";"";"";"77.1";"79.7";"6895";"Overall";"Overall";"ADDEPEV2";"3";"3";"";"";"";"";"";""
"2926781";"2012";"AK";"Alaska";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.6";"";"";"15.0";"18.2";"754";"Overall";"Overall";"ADDEPEV2";"4";"4";"";"";"";"";"";""
"2926782";"2012";"AK";"Alaska";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"83.4";"";"";"81.8";"85.0";"3559";"Overall";"Overall";"ADDEPEV2";"4";"4";"";"";"";"";"";""
"2926869";"2012";"AZ";"Arizona";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"18.8";"";"";"17.2";"20.3";"1327";"Overall";"Overall";"ADDEPEV2";"5";"5";"";"";"";"";"";""
"2926870";"2012";"AZ";"Arizona";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"81.2";"";"";"79.7";"82.8";"5939";"Overall";"Overall";"ADDEPEV2";"5";"5";"";"";"";"";"";""
"2926957";"2012";"AR";"Arkansas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"22.2";"";"";"20.5";"23.8";"1131";"Overall";"Overall";"ADDEPEV2";"6";"6";"";"";"";"";"";""
"2926958";"2012";"AR";"Arkansas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"77.8";"";"";"76.2";"79.5";"4026";"Overall";"Overall";"ADDEPEV2";"6";"6";"";"";"";"";"";""
"2927045";"2012";"CA";"California";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"11.5";"";"";"10.7";"12.2";"1988";"Overall";"Overall";"ADDEPEV2";"7";"7";"";"";"";"";"";""
"2927046";"2012";"CA";"California";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"88.5";"";"";"87.8";"89.3";"12570";"Overall";"Overall";"ADDEPEV2";"7";"7";"";"";"";"";"";""
"2927133";"2012";"CO";"Colorado";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.1";"";"";"16.2";"18.1";"2105";"Overall";"Overall";"ADDEPEV2";"8";"8";"";"";"";"";"";""
"2927134";"2012";"CO";"Colorado";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"82.9";"";"";"81.9";"83.8";"10110";"Overall";"Overall";"ADDEPEV2";"8";"8";"";"";"";"";"";""
"2926629";"2012";"CT";"Connecticut";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.6";"";"";"15.4";"17.8";"1519";"Overall";"Overall";"ADDEPEV2";"9";"9";"";"";"";"";"";""
"2926630";"2012";"CT";"Connecticut";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"83.4";"";"";"82.2";"84.6";"7219";"Overall";"Overall";"ADDEPEV2";"9";"9";"";"";"";"";"";""
"2927497";"2012";"DE";"Delaware";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"14.6";"";"";"13.2";"16.0";"799";"Overall";"Overall";"ADDEPEV2";"10";"10";"";"";"";"";"";""
"2927498";"2012";"DE";"Delaware";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"85.4";"";"";"84.0";"86.8";"4366";"Overall";"Overall";"ADDEPEV2";"10";"10";"";"";"";"";"";""
"2927198";"2012";"DC";"District of Columbia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.3";"";"";"14.4";"18.2";"601";"Overall";"Overall";"ADDEPEV2";"11";"11";"";"";"";"";"";""
"2927199";"2012";"DC";"District of Columbia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"83.7";"";"";"81.8";"85.6";"3201";"Overall";"Overall";"ADDEPEV2";"11";"11";"";"";"";"";"";""
"2927776";"2012";"FL";"Florida";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.0";"";"";"15.5";"18.5";"1352";"Overall";"Overall";"ADDEPEV2";"12";"12";"";"";"";"";"";""
"2927777";"2012";"FL";"Florida";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"83.0";"";"";"81.5";"84.5";"6223";"Overall";"Overall";"ADDEPEV2";"12";"12";"";"";"";"";"";""
