"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"2931686";"2013";"AL";"Alabama";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"21.4";"";"";"19.9";"22.8";"1578";"Overall";"Overall";"ADDEPEV2";"3";"3";"";"";"";"";"";""
"2931687";"2013";"AL";"Alabama";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"78.6";"";"";"77.2";"80.1";"4889";"Overall";"Overall";"ADDEPEV2";"3";"3";"";"";"";"";"";""
"2931200";"2013";"AK";"Alaska";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.1";"";"";"14.6";"17.6";"778";"Overall";"Overall";"ADDEPEV2";"4";"4";"";"";"";"";"";""
"2931201";"2013";"AK";"Alaska";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"83.9";"";"";"82.4";"85.4";"3783";"Overall";"Overall";"ADDEPEV2";"4";"4";"";"";"";"";"";""
"2931644";"2013";"AZ";"Arizona";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.9";"";"";"15.9";"19.9";"845";"Overall";"Overall";"ADDEPEV2";"5";"5";"";"";"";"";"";""
"2931645";"2013";"AZ";"Arizona";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"82.1";"";"";"80.1";"84.1";"3378";"Overall";"Overall";"ADDEPEV2";"5";"5";"";"";"";"";"";""
"2932164";"2013";"AR";"Arkansas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"23.2";"";"";"21.4";"24.9";"1183";"Overall";"Overall";"ADDEPEV2";"6";"6";"";"";"";"";"";""
"2932165";"2013";"AR";"Arkansas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"76.8";"";"";"75.1";"78.6";"4057";"Overall";"Overall";"ADDEPEV2";"6";"6";"";"";"";"";"";""
"2931904";"2013";"CA";"California";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"12.9";"";"";"12.0";"13.7";"1757";"Overall";"Overall";"ADDEPEV2";"7";"7";"";"";"";"";"";""
"2931905";"2013";"CA";"California";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"87.1";"";"";"86.3";"88.0";"9738";"Overall";"Overall";"ADDEPEV2";"7";"7";"";"";"";"";"";""
"2932031";"2013";"CO";"Colorado";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"18.0";"";"";"17.1";"18.9";"2485";"Overall";"Overall";"ADDEPEV2";"8";"8";"";"";"";"";"";""
"2932032";"2013";"CO";"Colorado";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"82.0";"";"";"81.1";"82.9";"11087";"Overall";"Overall";"ADDEPEV2";"8";"8";"";"";"";"";"";""
"2931351";"2013";"CT";"Connecticut";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.2";"";"";"16.0";"18.5";"1454";"Overall";"Overall";"ADDEPEV2";"9";"9";"";"";"";"";"";""
"2931352";"2013";"CT";"Connecticut";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"82.8";"";"";"81.5";"84.0";"6219";"Overall";"Overall";"ADDEPEV2";"9";"9";"";"";"";"";"";""
"2931478";"2013";"DE";"Delaware";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"17.6";"";"";"16.0";"19.1";"973";"Overall";"Overall";"ADDEPEV2";"10";"10";"";"";"";"";"";""
"2931479";"2013";"DE";"Delaware";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"82.4";"";"";"80.9";"84.0";"4208";"Overall";"Overall";"ADDEPEV2";"10";"10";"";"";"";"";"";""
