"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"2951157";"2016";"AL";"Alabama";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"21.9";"";"";"20.5";"23.3";"1578";"Overall";"Overall";"ADDEPEV2";"3";"3";"";"";"";"";"";""
"2951158";"2016";"AL";"Alabama";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"78.1";"";"";"76.7";"79.5";"5419";"Overall";"Overall";"ADDEPEV2";"3";"3";"";"";"";"";"";""
"2951249";"2016";"AK";"Alaska";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"14.1";"";"";"12.0";"16.3";"397";"Overall";"Overall";"ADDEPEV2";"4";"4";"";"";"";"";"";""
"2951250";"2016";"AK";"Alaska";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"85.9";"";"";"83.7";"88.0";"2505";"Overall";"Overall";"ADDEPEV2";"4";"4";"";"";"";"";"";""
"2951757";"2016";"AZ";"Arizona";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.7";"";"";"15.5";"17.9";"1835";"Overall";"Overall";"ADDEPEV2";"5";"5";"";"";"";"";"";""
"2951758";"2016";"AZ";"Arizona";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"83.3";"";"";"82.1";"84.5";"9062";"Overall";"Overall";"ADDEPEV2";"5";"5";"";"";"";"";"";""
"2951299";"2016";"AR";"Arkansas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"23.9";"";"";"21.7";"26.2";"1110";"Overall";"Overall";"ADDEPEV2";"6";"6";"";"";"";"";"";""
"2951300";"2016";"AR";"Arkansas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"76.1";"";"";"73.8";"78.3";"4166";"Overall";"Overall";"ADDEPEV2";"6";"6";"";"";"";"";"";""
"2951513";"2016";"CA";"California";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"13.3";"";"";"12.5";"14.1";"1670";"Overall";"Overall";"ADDEPEV2";"7";"7";"";"";"";"";"";""
"2951514";"2016";"CA";"California";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"86.7";"";"";"85.9";"87.5";"9669";"Overall";"Overall";"ADDEPEV2";"7";"7";"";"";"";"";"";""
"2951926";"2016";"CO";"Colorado";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"18.5";"";"";"17.6";"19.4";"2681";"Overall";"Overall";"ADDEPEV2";"8";"8";"";"";"";"";"";""
"2951927";"2016";"CO";"Colorado";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"81.5";"";"";"80.6";"82.4";"12207";"Overall";"Overall";"ADDEPEV2";"8";"8";"";"";"";"";"";""
"2951954";"2016";"CT";"Connecticut";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"15.9";"";"";"14.8";"16.9";"1789";"Overall";"Overall";"ADDEPEV2";"9";"9";"";"";"";"";"";""
"2951955";"2016";"CT";"Connecticut";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"84.1";"";"";"83.1";"85.2";"9207";"Overall";"Overall";"ADDEPEV2";"9";"9";"";"";"";"";"";""
"2951685";"2016";"DE";"Delaware";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.7";"";"";"14.9";"18.5";"668";"Overall";"Overall";"ADDEPEV2";"10";"10";"";"";"";"";"";""
"2951686";"2016";"DE";"Delaware";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"83.3";"";"";"81.5";"85.1";"3374";"Overall";"Overall";"ADDEPEV2";"10";"10";"";"";"";"";"";""
"2952097";"2016";"DC";"District of Columbia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.6";"";"";"15.0";"18.2";"605";"Overall";"Overall";"ADDEPEV2";"11";"11";"";"";"";"";"";""
"2952098";"2016";"DC";"District of Columbia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"83.4";"";"";"81.8";"85.0";"3214";"Overall";"Overall";"ADDEPEV2";"11";"11";"";"";"";"";"";""
"2952508";"2016";"FL";"Florida";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"14.2";"";"";"13.4";"15.0";"5835";"Overall";"Overall";"ADDEPEV2";"12";"12";"";"";"";"";"";""
"2952509";"2016";"FL";"Florida";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"85.8";"";"";"85.0";"86.6";"30951";"Overall";"Overall";"ADDEPEV2";"12";"12";"";"";"";"";"";""
"2952858";"2016";"GA";"Georgia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.5";"";"";"15.1";"17.8";"909";"Overall";"Overall";"ADDEPEV2";"13";"13";"";"";"";"";"";""
"2952859";"2016";"GA";"Georgia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"83.5";"";"";"82.2";"84.9";"4446";"Overall";"Overall";"ADDEPEV2";"13";"13";"";"";"";"";"";""
"2952560";"2016";"HI";"Hawaii";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"12.2";"";"";"11.1";"13.2";"1082";"Overall";"Overall";"ADDEPEV2";"14";"14";"";"";"";"";"";""
"2952561";"2016";"HI";"Hawaii";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"87.8";"";"";"86.8";"88.9";"6981";"Overall";"Overall";"ADDEPEV2";"14";"14";"";"";"";"";"";""
"2952907";"2016";"ID";"Idaho";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"15.5";"";"";"14.0";"17.0";"814";"Overall";"Overall";"ADDEPEV2";"15";"15";"";"";"";"";"";""
"2952908";"2016";"ID";"Idaho";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"84.5";"";"";"83.0";"86.0";"4426";"Overall";"Overall";"ADDEPEV2";"15";"15";"";"";"";"";"";""
"2952321";"2016";"IL";"Illinois";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.6";"";"";"15.1";"18.0";"778";"Overall";"Overall";"ADDEPEV2";"16";"16";"";"";"";"";"";""
"2952322";"2016";"IL";"Illinois";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"83.4";"";"";"82.0";"84.9";"3978";"Overall";"Overall";"ADDEPEV2";"16";"16";"";"";"";"";"";""
"2953154";"2016";"IN";"Indiana";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.0";"";"";"14.9";"17.1";"1678";"Overall";"Overall";"ADDEPEV2";"17";"17";"";"";"";"";"";""
"2953155";"2016";"IN";"Indiana";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"84.0";"";"";"82.9";"85.1";"9354";"Overall";"Overall";"ADDEPEV2";"17";"17";"";"";"";"";"";""
"2952985";"2016";"IA";"Iowa";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"15.1";"";"";"13.9";"16.3";"984";"Overall";"Overall";"ADDEPEV2";"18";"18";"";"";"";"";"";""
"2952986";"2016";"IA";"Iowa";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"84.9";"";"";"83.7";"86.1";"6252";"Overall";"Overall";"ADDEPEV2";"18";"18";"";"";"";"";"";""
"2952685";"2016";"KS";"Kansas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"16.6";"";"";"15.7";"17.6";"2020";"Overall";"Overall";"ADDEPEV2";"19";"19";"";"";"";"";"";""
"2952686";"2016";"KS";"Kansas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"83.4";"";"";"82.4";"84.3";"10102";"Overall";"Overall";"ADDEPEV2";"19";"19";"";"";"";"";"";""
"2953195";"2016";"KY";"Kentucky";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"23.3";"";"";"22.0";"24.6";"2384";"Overall";"Overall";"ADDEPEV2";"20";"20";"";"";"";"";"";""
"2953196";"2016";"KY";"Kentucky";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"76.7";"";"";"75.4";"78.0";"7857";"Overall";"Overall";"ADDEPEV2";"20";"20";"";"";"";"";"";""
"2953510";"2016";"LA";"Louisiana";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"19.9";"";"";"18.0";"21.7";"1029";"Overall";"Overall";"ADDEPEV2";"21";"21";"";"";"";"";"";""
"2953511";"2016";"LA";"Louisiana";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Age-adjusted Prevalence";"80.1";"";"";"78.3";"82.0";"4204";"Overall";"Overall";"ADDEPEV2";"21";"21";"";"";"";"";"";""
"2953957";"2016";"ME";"Maine";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Age-adjusted Prevalence";"22.0";"";"";"20.4";"23.6";"1914";"Overall";"Overall";"ADDEPEV2";"22";"22";"";"";"";"";"";""
