"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"2067846";"2012";"US";"All States, DC and Territories (median) **";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"17.6";"";"";"";"";"53";"Overall";"Overall";"ADDEPEV2";"1";"1";"";"";"";"";"";""
"2067847";"2012";"US";"All States, DC and Territories (median) **";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"82.5";"";"";"";"";"53";"Overall";"Overall";"ADDEPEV2";"1";"1";"";"";"";"";"";""
"2067407";"2012";"UW";"All States and DC (median) **";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"18.0";"";"";"";"";"51";"Overall";"Overall";"ADDEPEV2";"2";"2";"";"";"";"";"";""
"2067408";"2012";"UW";"All States and DC (median) **";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"82.1";"";"";"";"";"51";"Overall";"Overall";"ADDEPEV2";"2";"2";"";"";"";"";"";""
"1918791";"2012";"AL";"Alabama";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"21.9";"";"";"20.7";"23.1";"2088";"Overall";"Overall";"ADDEPEV2";"3";"3";"";"";"";"";"";""
"1918792";"2012";"AL";"Alabama";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"78.1";"";"";"76.9";"79.3";"6895";"Overall";"Overall";"ADDEPEV2";"3";"3";"";"";"";"";"";""
"1922371";"2012";"AK";"Alaska";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"16.9";"";"";"15.4";"18.5";"754";"Overall";"Overall";"ADDEPEV2";"4";"4";"";"";"";"";"";""
"1922372";"2012";"AK";"Alaska";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"83.1";"";"";"81.5";"84.6";"3559";"Overall";"Overall";"ADDEPEV2";"4";"4";"";"";"";"";"";""
"1925211";"2012";"AZ";"Arizona";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"18.8";"";"";"17.3";"20.3";"1327";"Overall";"Overall";"ADDEPEV2";"5";"5";"";"";"";"";"";""
"1925212";"2012";"AZ";"Arizona";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"81.2";"";"";"79.7";"82.7";"5939";"Overall";"Overall";"ADDEPEV2";"5";"5";"";"";"";"";"";""
