"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"2695298";"2015";"US";"All States, DC and Territories (median) **";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"18.9";"";"";"";"";"53";"Overall";"Overall";"ADDEPEV2";"1";"1";"";"";"";"";"";""
"2695299";"2015";"US";"All States, DC and Territories (median) **";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"81.1";"";"";"";"";"53";"Overall";"Overall";"ADDEPEV2";"1";"1";"";"";"";"";"";""
"2694952";"2015";"UW";"All States and DC (median) **";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"19.0";"";"";"";"";"51";"Overall";"Overall";"ADDEPEV2";"2";"2";"";"";"";"";"";""
"2694953";"2015";"UW";"All States and DC (median) **";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"81.0";"";"";"";"";"51";"Overall";"Overall";"ADDEPEV2";"2";"2";"";"";"";"";"";""
"2466053";"2015";"AL";"Alabama";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"22.1";"";"";"20.9";"23.4";"1813";"Overall";"Overall";"ADDEPEV2";"3";"3";"";"";"";"";"";""
"2466079";"2015";"AL";"Alabama";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"77.9";"";"";"76.6";"79.1";"6092";"Overall";"Overall";"ADDEPEV2";"3";"3";"";"";"";"";"";""
"2471192";"2015";"AK";"Alaska";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"16.0";"";"";"14.0";"18.0";"570";"Overall";"Overall";"ADDEPEV2";"4";"4";"";"";"";"";"";""
"2471218";"2015";"AK";"Alaska";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"84.0";"";"";"82.0";"86.0";"3065";"Overall";"Overall";"ADDEPEV2";"4";"4";"";"";"";"";"";""
"2474629";"2015";"AZ";"Arizona";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"18.5";"";"";"17.2";"19.7";"1466";"Overall";"Overall";"ADDEPEV2";"5";"5";"";"";"";"";"";""
"2475169";"2015";"AZ";"Arizona";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"81.5";"";"";"80.3";"82.8";"6430";"Overall";"Overall";"ADDEPEV2";"5";"5";"";"";"";"";"";""
