"ID";"Year";"LocationAbbr";"LocationDesc";"Class";"Topic";"Indicator";"Response";"DataSource";"Data_Value_Unit";"Data_Value_Type";"Data_Value";"Data_Value_Footnote_Symbol";"Data_Value_Footnote";"Low_Confidence_Limit";"High_Confidence_Limit";"Sample_Size";"Stratification";"StratificationType";"IndicatorId";"LocationOrder";"ParentStateDisplayOrder";"FootnoteType";"FootNoteSymbol";"FootnoteText";"URL";"DatasourceAbbr";"Agency"
"2922151";"2016";"US";"All States, DC and Territories (median) **";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"17.3";"";"";"";"";"54";"Overall";"Overall";"ADDEPEV2";"1";"1";"";"";"";"";"";""
"2922152";"2016";"US";"All States, DC and Territories (median) **";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"82.7";"";"";"";"";"54";"Overall";"Overall";"ADDEPEV2";"1";"1";"";"";"";"";"";""
"2921696";"2016";"UW";"All States and DC (median) **";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"17.4";"";"";"";"";"51";"Overall";"Overall";"ADDEPEV2";"2";"2";"";"";"";"";"";""
"2921697";"2016";"UW";"All States and DC (median) **";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"82.6";"";"";"";"";"51";"Overall";"Overall";"ADDEPEV2";"2";"2";"";"";"";"";"";""
"2695540";"2016";"AL";"Alabama";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"22.0";"";"";"20.7";"23.3";"1578";"Overall";"Overall";"ADDEPEV2";"3";"3";"";"";"";"";"";""
"2696019";"2016";"AL";"Alabama";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"78.0";"";"";"76.7";"79.3";"5419";"Overall";"Overall";"ADDEPEV2";"3";"3";"";"";"";"";"";""
"2699925";"2016";"AK";"Alaska";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"14.2";"";"";"12.1";"16.4";"397";"Overall";"Overall";"ADDEPEV2";"4";"4";"";"";"";"";"";""
"2699951";"2016";"AK";"Alaska";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"85.8";"";"";"83.6";"87.9";"2505";"Overall";"Overall";"ADDEPEV2";"4";"4";"";"";"";"";"";""
"2704024";"2016";"AZ";"Arizona";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"16.7";"";"";"15.5";"17.8";"1835";"Overall";"Overall";"ADDEPEV2";"5";"5";"";"";"";"";"";""
"2704050";"2016";"AZ";"Arizona";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"83.3";"";"";"82.2";"84.5";"9062";"Overall";"Overall";"ADDEPEV2";"5";"5";"";"";"";"";"";""
"2708027";"2016";"AR";"Arkansas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"23.7";"";"";"21.6";"25.8";"1110";"Overall";"Overall";"ADDEPEV2";"6";"6";"";"";"";"";"";""
"2708053";"2016";"AR";"Arkansas";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"76.3";"";"";"74.2";"78.4";"4166";"Overall";"Overall";"ADDEPEV2";"6";"6";"";"";"";"";"";""
"2712521";"2016";"CA";"California";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"13.5";"";"";"12.7";"14.3";"1670";"Overall";"Overall";"ADDEPEV2";"7";"7";"";"";"";"";"";""
"2712547";"2016";"CA";"California";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"86.6";"";"";"85.8";"87.4";"9669";"Overall";"Overall";"ADDEPEV2";"7";"7";"";"";"";"";"";""
"2717333";"2016";"CO";"Colorado";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"18.5";"";"";"17.6";"19.3";"2681";"Overall";"Overall";"ADDEPEV2";"8";"8";"";"";"";"";"";""
"2716548";"2016";"CO";"Colorado";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"81.5";"";"";"80.7";"82.4";"12207";"Overall";"Overall";"ADDEPEV2";"8";"8";"";"";"";"";"";""
"2720584";"2016";"CT";"Connecticut";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"15.9";"";"";"14.9";"16.8";"1789";"Overall";"Overall";"ADDEPEV2";"9";"9";"";"";"";"";"";""
"2720610";"2016";"CT";"Connecticut";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"84.1";"";"";"83.2";"85.1";"9207";"Overall";"Overall";"ADDEPEV2";"9";"9";"";"";"";"";"";""
"2725387";"2016";"DE";"Delaware";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"16.6";"";"";"15.0";"18.3";"668";"Overall";"Overall";"ADDEPEV2";"10";"10";"";"";"";"";"";""
"2725413";"2016";"DE";"Delaware";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"83.4";"";"";"81.7";"85.0";"3374";"Overall";"Overall";"ADDEPEV2";"10";"10";"";"";"";"";"";""
"2729058";"2016";"DC";"District of Columbia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"16.7";"";"";"15.0";"18.4";"605";"Overall";"Overall";"ADDEPEV2";"11";"11";"";"";"";"";"";""
"2729084";"2016";"DC";"District of Columbia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"83.3";"";"";"81.6";"85.0";"3214";"Overall";"Overall";"ADDEPEV2";"11";"11";"";"";"";"";"";""
"2734070";"2016";"FL";"Florida";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"14.2";"";"";"13.5";"15.0";"5835";"Overall";"Overall";"ADDEPEV2";"12";"12";"";"";"";"";"";""
"2734096";"2016";"FL";"Florida";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"85.8";"";"";"85.0";"86.5";"30951";"Overall";"Overall";"ADDEPEV2";"12";"12";"";"";"";"";"";""
"2738117";"2016";"GA";"Georgia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"Yes";"BRFSS";"%";"Crude Prevalence";"16.6";"";"";"15.3";"18.0";"909";"Overall";"Overall";"ADDEPEV2";"13";"13";"";"";"";"";"";""
"2738143";"2016";"GA";"Georgia";"Chronic Health Indicators";"Depression";"Ever told you that you have a form of depression?";"No";"BRFSS";"%";"Crude Prevalence";"83.4";"";"";"82.1";"84.7";"4446";"Overall";"Overall";"ADDEPEV2";"13";"13";"";"";"";"";"";""
